"URL","Status"
"https://www.latimes.com/","200"
"https://www.latimes.com/people/anita-chabria","200"
"https://www.latimes.com/delos/story/2024-02-16/selena-yolanda-saldivar-secrets-between-them-docuseries-oxygen-true-crime-exploitation","200"
"https://www.latimes.com/espanol/","200"
"https://www.latimes.com/california/story/2024-01-19/california-gun-concealed-carry-law-women-domestic-violence-newsom","200"
"https://www.latimes.com/photography/","301"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-16/paul-mccartney-stolen-hofner-bass-guitar-return-grateful","200"
"https://www.latimes.com/world-nation/story/2024-02-13/rafah-bombing-israel-gaza","200"
"https://www.latimes.com/food/list/best-los-angeles-restaurants-2021","200"
"https://www.latimes.com/world-nation/story/2024-02-17/mediator-says-talks-on-gaza-not-progressing-as-expected-after-momentum-in-recent-weeks","200"
"https://www.latimes.com/business/story/2024-02-16/column-sarah-silvermans-openai-copyright-lawsuit-ai","200"
"https://www.latimes.com/photography","301"
"https://www.latimes.com/environment/story/2024-02-15/falling-ev-sales-raise-worries-over-california-climate-plan","200"
"https://www.latimes.com/topic/california-law-politics","200"
"https://www.latimes.com/california/story/2024-01-24/defying-california-gun-law-shasta-county-passes-resolution-allowing-concealed-weapons-in-government-buildings","200"
"https://www.latimes.com/california/story/2024-01-05/chabria-column-tinkering-with-prop-47-wont-solve-crime-fixing-san-quentin-will","200"
"https://www.latimes.com/espanol/eeuu/articulo/2024-02-16/empresas-tecnologicas-acuerdan-combatir-enganos-electorales-generados-con-ia","200"
"https://www.latimes.com/espanol/internacional/articulo/2024-02-17/jefe-de-agencia-de-onu-que-ayuda-a-palestinos-acusa-a-israel-de-intentar-destruir-la-organizacion","200"
"https://www.latimes.com/business/autos","200"
"https://www.latimes.com/delos/story/2024-02-10/yuri-euforia-tour-inglewood-youtube-theater","200"
"https://www.latimes.com/california/story/2024-02-18/report-son-of-former-youtube-ceo-found-dead-in-uc-berkeley-dorm","200"
"https://www.latimes.com/delos/story/2023-12-07/selena-gomez-benny-blanco-relationship","200"
"https://www.latimes.com/california/story/2024-02-01/2024-california-election-dodgers-senate-candidate-steve-garvey-kids-family","200"
"https://www.latimes.com/espanol/deportes/articulo/2024-02-17/mexico-y-fifa-vuelven-al-tas-en-disputa-por-el-grito-homofobico","200"
"https://www.latimes.com/espanol/deportes/articulo/2024-02-16/mandatarios-y-activistas-culpan-a-putin-de-muerte-del-lider-opositor-ruso-navalny","200"
"https://www.latimes.com/espanol/opinion/articulo/2023-12-07/columna-donde-estan-mejor-los-inmigrantes-en-texas-o-en-california-es-complicado","200"
"https://www.latimes.com/california/story/2024-01-08/judges-put-new-california-law-barring-guns-in-many-public-places-on-hold-again","200"
"https://www.latimes.com/entertainment-arts/business/story/2023-12-20/it-was-one-of-l-a-s-oldest-film-festivals-then-it-collapsed-what-happened","200"
"https://www.latimes.com/food/list/101-best-los-angeles-restaurants-ranked-2023","200"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-15/usher-tlc-chilli-proposal-rejection-rozonda-thomas","200"
"https://www.latimes.com/topic/california-drought","200"
"https://www.latimes.com/food/story/2021-12-07/indigenous-restaurant-workers-cielo","200"
"https://www.latimes.com/business/story/2023-01-25/this-artificial-intelligence-chatbot-turns-out-to-be-an-idiot-and-plagiarist","200"
"https://www.latimes.com/world-nation/story/2024-02-11/tested-by-war-an-unlikely-friendship-persists","200"
"https://www.latimes.com/branded_travel","200"
"https://www.latimes.com/world-nation/story/2024-02-13/antisemitism-and-safety-fears-surge-among-us-jews-survey-finds","200"
"https://www.latimes.com/entertainment-arts/books","200"
"https://www.latimes.com/environment/story/2024-01-12/will-growth-in-electric-cars-degrade-california-roads","200"
"https://www.latimes.com/food/la-fo-bill-addison-hayato-review-20190411-story.html","200"
"https://www.latimes.com/opinion/story/2024-02-16/donald-trump-new-york-business-fraud-verdict-judgment-penalty-harry-litman","200"
"https://www.latimes.com/california/story/2023-12-28/california-pays-out-record-amount-to-boxers-owed-pensions","200"
"https://www.latimes.com/world-nation/story/2024-01-26/british-painting-returned-54-years-later","200"
"https://www.latimes.com/travel/list/elysian-valley-frogtown-guide-things-to-do","200"
"https://www.latimes.com/bestcovery/standing-desk-comparison-and-review","200"
"https://www.latimes.com/california/story/2023-04-16/trump-nra-might-be-right-guns-violence-not-newsom","200"
"https://www.latimes.com/california/story/2023-12-26/chabria-column-los-angeles-state-prison-re-entry-facility-rehabilitation","200"
"https://www.latimes.com/espanol/eeuu/articulo/2024-02-17/trump-promueve-calzado-deportivo-de-su-marca-por-399-dolares-tras-multas-millonarias","200"
